region,latitude,longitude,sst_mean,sst_std,sst_min,sst_max,data_points
Australia_East,-38.0,150.0,15.163479554100501,0.5817100825795939,13.163479554100501,17.1634795541005,30
Australia_East,-38.0,150.5,15.526919330799533,0.8304435404315977,13.526919330799533,17.526919330799533,30
Australia_East,-38.0,151.0,9.69160755216982,1.2756067379791216,7.69160755216982,11.69160755216982,30
Australia_East,-38.0,151.5,10.734079616830206,1.0628768041299852,8.734079616830206,12.734079616830206,30
Australia_East,-38.0,152.0,13.505698800869537,1.41397977914739,11.505698800869537,15.505698800869537,30
Australia_East,-38.0,152.5,10.623168730920227,1.4574177686544785,8.623168730920227,12.623168730920227,30
Australia_East,-38.0,153.0,11.60186380135982,0.7162890103683692,9.60186380135982,13.60186380135982,30
Australia_East,-38.0,153.5,15.79243811101254,0.7811081479770194,13.79243811101254,17.79243811101254,30
Australia_East,-38.0,154.0,13.116709478441935,1.0587662819920765,11.116709478441935,15.116709478441935,30
Australia_East,-38.0,154.5,10.662764956743105,1.4343049286572702,8.662764956743105,12.662764956743105,30
Australia_East,-37.5,150.0,9.822608794770787,1.154048970754927,7.822608794770787,11.822608794770787,30
Australia_East,-37.5,150.5,13.764141266763412,1.064218691301737,11.764141266763412,15.764141266763412,30
Australia_East,-37.5,151.0,9.558513641301918,1.3759917850900334,7.558513641301918,11.558513641301918,30
Australia_East,-37.5,151.5,13.124840045441466,0.5152618207970845,11.124840045441466,15.124840045441466,30
Australia_East,-37.5,152.0,11.458045590485357,1.357535479950748,9.458045590485357,13.458045590485357,30
Australia_East,-37.5,152.5,15.080232385138366,0.8579193392754041,13.080232385138366,17.080232385138366,30
Australia_East,-37.5,153.0,12.001171457878039,1.4058962001098747,10.001171457878039,14.001171457878039,30
Australia_East,-37.5,153.5,12.892986705819292,0.6652990825637937,10.892986705819292,14.892986705819292,30
Australia_East,-37.5,154.0,13.90209508886665,1.6155554179200982,11.90209508886665,15.90209508886665,30
Australia_East,-37.5,154.5,14.141385655844221,1.7534643546000857,12.141385655844221,16.14138565584422,30
Australia_East,-37.0,150.0,11.116266023308189,1.6237304054395654,9.116266023308189,13.116266023308189,30
Australia_East,-37.0,150.5,10.733669447404884,1.1280669716825042,8.733669447404884,12.733669447404884,30
Australia_East,-37.0,151.0,13.380191376596915,0.5382836336749943,11.380191376596915,15.380191376596915,30
Australia_East,-37.0,151.5,13.428281085952456,1.6782710246235548,11.428281085952456,15.428281085952456,30
Australia_East,-37.0,152.0,12.054856317179194,1.5816747181400435,10.054856317179194,14.054856317179194,30
Australia_East,-37.0,152.5,13.692206798587277,0.7785610590367207,11.692206798587277,15.692206798587277,30
Australia_East,-37.0,153.0,13.538077388809185,0.7991578502397358,11.538077388809185,15.538077388809185,30
Australia_East,-37.0,153.5,9.718257298986611,1.294255593856855,7.718257298986611,11.718257298986611,30
Australia_East,-37.0,154.0,10.402383982908288,1.1121849859286155,8.402383982908288,12.402383982908288,30
Australia_East,-37.0,154.5,11.597595771715138,0.5666107324452638,9.597595771715138,13.597595771715138,30
Australia_East,-36.5,150.0,14.68368263712837,1.6311466031409285,12.68368263712837,16.68368263712837,30
Australia_East,-36.5,150.5,14.616583818077114,1.3898040699134027,12.616583818077114,16.616583818077114,30
Australia_East,-36.5,151.0,15.111900720789794,1.689898940338605,13.111900720789794,17.111900720789794,30
Australia_East,-36.5,151.5,16.905484927689265,0.8864141832474268,14.905484927689265,18.905484927689265,30
Australia_East,-36.5,152.0,15.117921443299371,0.9282583589605798,13.117921443299371,17.117921443299373,30
Australia_East,-36.5,152.5,10.441093038971939,1.1781720894675818,8.441093038971939,12.441093038971939,30
Australia_East,-36.5,153.0,16.402151023262007,0.8649641137350335,14.402151023262007,18.402151023262007,30
Australia_East,-36.5,153.5,14.338789658808993,1.5098803660210818,12.338789658808993,16.33878965880899,30
Australia_East,-36.5,154.0,14.198704239972425,1.1971717085562277,12.198704239972425,16.198704239972425,30
Australia_East,-36.5,154.5,11.304395264439034,0.5686916237161594,9.304395264439034,13.304395264439034,30
Australia_East,-36.0,150.0,15.737281168142093,0.7755029346755922,13.737281168142093,17.737281168142093,30
Australia_East,-36.0,150.5,13.385338307471102,1.9133376246656046,11.385338307471102,15.385338307471102,30
Australia_East,-36.0,151.0,14.112536868840989,1.1457455342612985,12.112536868840989,16.11253686884099,30
Australia_East,-36.0,151.5,9.442754661744896,1.791292012863772,7.442754661744896,11.442754661744896,30
Australia_East,-36.0,152.0,11.7807054863391,1.9327814436934203,9.7807054863391,13.7807054863391,30
Australia_East,-36.0,152.5,12.933274238982495,1.1547672579724948,10.933274238982495,14.933274238982495,30
Australia_East,-36.0,153.0,10.596817621917424,1.4955619021160562,8.596817621917424,12.596817621917424,30
Australia_East,-36.0,153.5,12.388521644967081,1.0622016186784593,10.388521644967081,14.388521644967081,30
Australia_East,-36.0,154.0,12.04361639855675,1.4987960361345163,10.04361639855675,14.04361639855675,30
Australia_East,-36.0,154.5,11.291636290140538,0.8832807228245488,9.291636290140538,13.291636290140538,30
